seconds_after_operational,left_raw_i16,right_raw_i16,status_hex
50.531104,0,-253,14211421
50.581113,0,-450,14211421
50.631121,0,-589,14211421
50.681131,0,-635,14211421
50.731144,0,-547,14211421
50.781155,0,-450,14211421
50.831163,0,-355,14211421
50.881173,0,-265,14211421
50.931185,0,-158,14211421
50.981135,0,-85,14211421
51.031085,0,27,14211421
51.081088,0,-114,14211421
51.131100,0,-334,14211421
51.181109,0,-554,14211421
51.231123,0,-740,14211421
51.281135,0,-683,14211421
51.331141,0,-587,14211421
51.381155,0,-494,14211421
51.431163,0,-402,14211421
51.481114,0,-318,14211421
51.531063,0,-227,14211421
51.581069,0,-87,14211421
51.631081,0,-14,14211421
51.681092,0,-266,14211421
51.731109,0,-503,14211421
51.781118,0,-647,14211421
51.831126,0,-668,14211421
51.881134,0,-583,14211421
51.931141,0,-494,14211421
51.981096,0,-404,14211421
52.031044,0,-314,14211421
52.081050,0,-222,14211421
52.131064,0,-136,14211421
52.181071,0,-44,14211421
52.231081,0,-151,14211421
52.281096,0,-388,14211421
52.331102,0,-532,14211421
52.381112,0,-631,14211421
52.431122,0,-578,14211421
52.481074,0,-482,14211421
52.531026,0,-386,14211421
52.581033,0,-289,14211421
52.631042,0,-204,14211421
52.681051,0,-98,14211421
52.731062,0,17,14211421
52.781072,0,-75,14211421
52.831082,0,-315,14211421
52.881095,0,-487,14211421
52.931100,0,-601,14211421
52.981114,0,-604,14211421
53.031125,0,-518,14211421
53.081136,0,-428,14211421
53.131141,0,-335,14211421
53.181159,0,-253,14211421
53.231169,0,-163,14211421
53.281178,0,-64,14211421
53.331190,0,-4,14211421
53.381200,0,-140,14211421
53.431211,0,-393,14211421
53.481218,0,-611,14211421
53.531231,0,-674,14211421
53.581239,0,-605,14211421
53.631251,0,-517,14211421
53.681262,0,-427,14211421
53.731270,0,-338,14211421
53.781280,0,-243,14211421
53.831296,0,-131,14211421
53.881302,0,-25,14211421
53.931312,0,-195,14211421
53.981324,0,-494,14211421
54.031335,0,-638,14211421
54.081345,0,-658,14211421
54.131358,0,-568,14211421
54.181368,0,-468,14211421
54.231374,0,-369,14211421
54.281324,0,-276,14211421
54.331277,0,-187,14211421
54.381281,0,-83,14211421
54.431293,0,8,14211421
54.481243,0,-141,14211421
54.531192,0,-460,14211421
54.581199,0,-698,14211421
54.631208,0,-724,14211421
54.681220,0,-632,14211421
54.731228,0,-539,14211421
54.781243,0,-449,14211421
54.831252,0,-361,14211421
54.881258,0,-266,14211421
54.931271,0,-182,14211421
54.981278,0,-39,14211421
55.031293,0,-43,14211421
55.081300,0,-304,14211421
55.131315,0,-498,14211421
55.181322,0,-606,14211421
55.231334,0,-604,14211421
55.281352,0,-509,14211421
55.331355,0,-419,14211421
55.381367,0,-327,14211421
55.431325,0,-246,14211421
55.481338,0,-136,14211421
55.531400,0,-76,14211421
55.581410,0,-105,14211421
55.631422,0,-429,14211421
55.681432,0,-643,14211421
55.731441,0,-707,14211421
55.781452,0,-641,14211421
55.831462,0,-544,14211421
55.881472,0,-446,14211421
55.931479,0,-351,14211421
55.981493,0,-260,14211421
56.031503,0,-152,14211421
56.081512,0,-43,14211421
56.131522,0,-112,14211421
56.181533,0,-418,14211421
56.231545,0,-674,14211421
56.281558,0,-776,14211421
56.331564,0,-707,14211421
56.381574,0,-612,14211421
56.431584,0,-525,14211421
56.481598,0,-438,14211421
56.531605,0,-351,14211421
56.581615,0,-262,14211421
56.631628,0,-183,14211421
56.681636,0,-78,14211421
56.731650,0,15,14211421
56.781661,0,20,14211421
56.831673,0,7,14211421
56.881682,0,2,14211421
56.931693,0,2,14211421
56.981704,0,2,14211421
57.031711,0,1,14211421
57.081725,0,1,14211421
57.131734,0,1,14211421
57.181746,0,1,14211421
57.231756,0,1,14211421
57.281766,0,1,14211421
57.331778,0,1,14211421
57.381788,0,1,14211421
57.431799,0,1,14211421
57.481809,0,1,14211421
57.531819,0,1,14211421
57.581829,0,1,14211421
57.631842,0,1,14211421
57.681850,0,0,14211421
57.731861,0,0,14211421
57.781871,0,0,14211421
57.831881,0,0,14211421
57.881893,0,0,14211421
57.931902,0,0,14211421
57.981912,0,0,14211421
58.031923,0,0,14211421
58.081934,0,0,14211421
58.131943,0,0,14211421
58.181956,0,0,14211421
58.231965,0,0,14211421
58.281977,0,0,14211421
58.331987,0,0,14211421
58.381995,0,0,14211421
58.432005,0,0,14211421
58.481955,0,0,14211421
58.531904,0,0,14211421
58.581915,0,0,14211421
58.631923,0,0,14211421
58.681934,0,0,14211421
58.731951,0,0,14211421
58.782016,0,0,14211421
58.832029,0,0,14211421
58.882039,0,0,14211421
58.932048,0,0,14211421
58.982059,0,0,14211421
59.032069,0,0,14211421
59.082081,0,0,14211421
59.132091,0,0,14211421
59.182099,0,0,14211421
59.232111,0,0,14211421
59.282121,0,0,14211421
59.332133,0,0,14211421
59.382142,0,0,14211421
59.432153,0,0,14211421
59.482164,0,0,14211421
59.532172,0,0,14211421
59.582183,0,0,14211421
59.632195,0,0,14211421
59.682205,0,0,14211421
59.732216,0,0,14211421
59.782226,0,0,14211421
59.832238,0,0,14211421
59.882247,0,0,14211421
59.932257,0,0,14211421
59.982269,0,0,14211421
60.032277,0,0,14211421
60.082289,0,0,14211421
60.132299,0,0,14211421
60.182309,0,0,14211421
